label,cluster_no
coffee,3
coffee,3
coffee,3
coffee,3
coffee,2
coffee,3
coffee,3
coffee,2
coffee,2
coffee,3
coffee,2
coffee,3
coffee,2
coffee,2
coffee,3
coffee,3
coffee,2
coffee,3
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,3
coffee,2
coffee,3
coffee,3
coffee,3
coffee,3
coffee,3
coffee,2
coffee,3
coffee,2
coffee,2
